name,country,region,sub_region,grape_varietal,wine_type,bottle_price,sale_price,description,merchant,address
 Peirano Estate Cabernet Sauvignon Lodi,United States,California,Central Valley,Cabernet Sauvignon,Still wine,,$11.99,"The Early YearsIn 1879, with only fifty dollars in his pocket, Giacomo Peirano, a grape farmer from Genoa, Italy, immigrated to San Francisco, CA, in the hopes of fulfilling the American dream of striking it rich with gold during the historic Gold Rush age.  Soon realizing the days of really collecting a big share were no longer in sight, he decided to take whatever he had left of his fifty dollars and moved to Lodi, CA.At the time, Lodi was the home of many mining camps. Recognizing the excess of miners, yet the lack of merchants in the region, Giacomo, who was hungry and quickly running out money, scrounged up whatever cash he had left and opened up a mercantile store where miners could get all sorts of daily supplies and necessities.  The idea turned out to be an ingenious money maker and before he knew it, Giacomo was on a boat back to Italy to reunite with his adoring wife to be, Maria.  It was on this trip that he came across an idea which, unknown to him, would become the most important family jewel for centuries to come.  Along with his smitten bride, Giacomo brought with him Italian Zinfandel vine cuttings from his familys vineyard.   Upon his return to Lodi, he purchased 300 acres of land.  He proceeded to propagate and then plant the Zinfandel vines, creating one of the first vineyards in Lodi.  The vines expanded to cover seventy-five acres of the farmland.  Tending to them like they were his children, he spent long hours in the vineyards diligently working to     help the fruit reach its optimal level of ripeness.  He hand pruned and harvested every vine with precision care.  Quickly, caring for the grapes became a family affair.  Maria watched over the mercantile business, which helped to pay for the vineyards, while Giacomo was out in the fields with his five young sons Charles, William, George, Fred, and Frank.  This was the beginning of a family tradition that would last for generations to come. Family TragedyThe Peirano family had much to be thankful for. Their mercantile business was doing well, and the vineyards had grown to be a profitable venture, but the family was soon to endure the greatest pain they had ever experienced.  At the age of ten, Fred Peirano was kicked in the head by a horse and died as a result of his injuries.  Then, as if that was not enough, Frank died of blood poisoning at the age of twenty.  Giacomo and Maria were grief stricken and struggled to keep it together for the sake of their other three children.  To cope with their grief, they threw themselves into their mercantile and farming businesses. Giacomo and his remaining three sons diligently worked in the vineyards from morning till night while Maria occupied her mind with the shop. World War IAround 1914, after many years of devotion to an industry that earned him great respect, Giacomo Peirano hung up his farming hat and retired.  He passed down the 300 acres of land along with the mercantile business to his sons, Charlie, William, and George who carried on the family traditions with great pride. George and Charlie were the most involved with the vineyards, and William oversaw the mercantile business. Soon after, Charlie was called to fight in World War I from which he received a Purple Heart after becoming injured in the line of duty.  During this time, William and George held down the fort.  ProhibitionIn 1920, the government passed a law that would last for thirteen years prohibiting the manufacturing, distribution, and sale of alcohol across the majority of the states.  This era is infamously known as Prohibition.  For many grape farmers and winemakers, this turned into a financial disaster that they were never, fully, able to recover from.  For the Peirano family, this industry disaster resulted in advantageous conditions for their farming practice.  Since they were in the business of farming Zinfandel vines, which had yet to gain attention at the congressional level as a viable source for “wine grape production, the Peirano family bootlegged the fruit of their labor in mass quantities to Italian home winemakers in New York and Canada, providing added prosperity for almost a decade.The Great DepressionThough they were able to turn the era of Prohibition into a financial gain, a nationwide epidemic soon to follow did not treat them as kindly.  The Stock Market Crash of 1929, which notoriously resulted in the Great Depression, proved to be tough times for the Peirano family who suffered through the economic downturn like millions of other hardworking people worldwide.  There were times of starvation, fears of losing their land, and mounds of uncertainty about the future.  Eventually, with great determination and the help of World War II stimulating the economy, they were able to persevere and hold on to their land, making it through the most difficult financial period in Peirano family history.World War II                                                               Around this time, Charlotte, Charles daughter met a charming, young man, Randy Randolph, during a junior high school graduation dance.  They went to Lodi High together and became high school sweethearts.  Upon graduation, he joined the Air Force and was trained on the B-17, B-24, and B-29.  During basic training, he and Charlotte married.  She traveled with him to different Air Force academies, until he was sent off to World War II.  Upon his return, they moved to Tahoe and planned to purchase a sea plane and fly mail to and from Tahoe.  Everything changed when a friend of theirs, world famous World War II pilot, Tex Rankin, crashed and died en route to Charlotte and Randy flying their demo plane.  In wake of the catastrophe, they decided it was in the best interest of the family to halt plans for the flying service.  At this time, George was becoming gravely ill.  Charlotte and Randy moved back to Lodi and helped to run the vineyards.  In 1951, George passed away and Randy began learning the ins and outs of the business from Charles.  Eventually, Randy took over with the help of Charlotte, further continuing the family lineage in the vineyard business.  They would drag around their young son Lance, present day owner of Peirano Estate Vineyards, through the vineyards and began teaching him at the age of four the art of winemaking.  By the age of six, Lance was driving tractors, setting the stage for another great Peirano to harvest great winemaking grapes.Present DayIn 1992, Lance Randolph, the fourth generation of Peirano to farm the 300 acre estate, began making Peirano wine simply for himself and to prove Lodi could produce desirable wines.  After considerable praise for his ability to make elegant wines, he decided to start bottling and selling Peirano wine using his estate grown grapes.  Since then, Peirano has won numerous awards for producing top of the line wine using many of the old techniques valued by Giacomo Peirano.The history of Peirano Estate Vineyards is a tale deeply rooted in Lodi history and the importance is felt by every member of the Peirano family.  Legend has it that Lodi was named after Giacomos famous racer horse, Alta Genoa, he brought from Lodi, Italy. Over the years, the vineyards have grown to not only include the same naturally rooted, head trained Old Vine Zinfandel imported to the United States by Lances great grandfather, but Cabernet Sauvignon, Viogner, Chardonnay, Sauvignon Blanc, Muscat Canelli, Merlot, Shiraz, Tempranillo, Petite Sirah, Barbera, Syrah and  Malbec as well.  The difficult times in the Peirano family history, did prove to be challenging but showed their tenacity through desperation and hard times.  How, you might ask, were they able to persevere?  As Lance Randolph says, “A family that works together stays together, and the vineyards are a big part of our family.  Its as simple as that!",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Il Palagio When We Dance Chianti,Italy,Tuscany,Chianti,"Canaiolo,Colorino,Sangiovese",Still wine,,$16.99,"The most recent addition to the Il Palagio cellar is this charming, every day chianti, again named after a Sting song When We Dance. With 95% Sangiovese blended with Canaiolo and Colorino grapes, the alcohol content is 13%.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Il Palagio When We Dance Chianti,click for more details,N/A,N/A,N/A,N/A,$15.19,$13.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Louis Jadot Volnay,France,Burgundy,Cote de Beaune,Pinot Noir,Still wine,$68.99,$59.99,"From the start, Maison Louis Jadot has always accorded equal importance to each of Burgundy’s appellations, from Grand Crus right through to regional wines. Our aim is to express the true nature of Burgundy through our wines, a terroir that can be both proud of its past and optimistic about its future.In order to produce wines that celebrate their terroir, Frederic Barnier works with a team: Cyril and Audrey. Together they have a large part to play in determining the success of our enterprise. Each influences the creation of our wines with their own particular set of skills, whether technical or commercial, thereby ensuring that Maison Jadot has a bright future ahead of it.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Hidalgo Jerez Oloroso Gobernador,Spain,Jerez - Xeres - Sherry,Manzanilla Sanlucar de Barrame,Palomino,Still wine,$30.99,$24.99,"Founded in 1792 by Jose Pantaleon Hidalgo, Bodegas Hidalgo is owned by the sixth successive generation of the family. Hidalgo is a modern rarity, being the last remaining family business (and almacenista, for those familiar with this term) to produce and export its own unblended, single-solera Sherries.Just as rare is Bodegas Hidalgo’s total reliance on its own vineyards, 500 acres of Palomino Fino located in the great chalk pagos (”crus”) of Balbaina - the closest Jerez vineyard to the sea - and Miraflores, the great Sanlucar vineyard renowned for the pedigree of its wines. Just as significant is the privileged location of the family’s Bodega San Luis - at beach-level in Sanlucar de Barrameda, where the Guadalquivir River meets the ocean. Here, the miracle of Manzanilla is made possible by constant exposure to Atlantic breezes, laden with moisture and an ambient yeast/algae culture called flor. This surface-growing culture thrives year-round along Sanlucar’s southwest-facing beachfront, protecting the resting wines from exposure to the air. At the same time, flor imparts the bracing, briny smell of sea spray which is Manzanilla’s hallmark, reflecting its years-long maturation process within earshot of the waves.La Gitana Manzanilla (”the gypsy”), is Hidalgo’s flagship wine, product of a family solera established in the early 19th century, around the same time Manzanilla as a wine type came into existence. La Gitana is regarded as the authoritative Manzanilla in Spain and abroad.Pastrana Manzanilla Pasada: To the southeast of Sanlucar lies a chalk dune overlooking the Atlantic which offers the perfect conditions for ripening the Palomino grape and for production of the region’s finest dry wines. This is Miraflores, the Grand Cru of Jerez Superior. Hidalgo’s ancestral Pastrana site, a monopole holding, is at the heart of Miraflores. Pastrana contributes the length and finesse, perhaps even the soul, in all of Hidalgo’s magnificent wines, and a decision was taken some years back to market small quantities of the most exemplary manzanilla from this superlative vineyard on its own.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Dona Ermelinda Red,Portugal,Peninsula de Setubal,Palmela,"Cabernet Sauvignon,Castelao,Touriga Nacional",Still wine,,$7.99,"Serve with meat, salt-cod and cheeses.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Monte Velho Red,Portugal,Alentejano,N/A,"Castelao,Tempranillo,Trincadeira",Still wine,,$8.99,"A classic Alentejo wine and a faithful representation of the region that produces it. Over the years it has become one of the major benchmarks in the Alentejo, Portugal and the world, due to its profile and consistent quality.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Hakutsuru Sake,Japan,Hyogo,N/A,Rice,Still wine,,$10.99,"PRODUCT SPECIFICATIONS-GRADE: Junmai-MILLING/POLISH: 70%-ALCOHOL: 15%-RICE: Japanese Domestic-SMV: +4-YEAST: Hakutsuru Proprietary Yeast-PROFILE: Medium Dry-SERVING TEMP.: Chilled/Warm/Room Temp-SIZES: 18L Cubitainer, 1.8L Carton, 1.8L, 720ml-PRODUCTION DETAILS-AGING TYPE: Not Aged-PASTEURIZATION: Twice Pasteurized-PRESSING: Yabuta-BREWERY DETAILS-NAME: Hakutsuru-LOCATION: Hyogo Prefecture-TOJI: Kosa Mitsuhiro-",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Louis Jadot Givry,France,Burgundy,Cote de Beaune,Pinot Noir,Still wine,,$39.99,"From the start, Maison Louis Jadot has always accorded equal importance to each of Burgundy’s appellations, from Grand Crus right through to regional wines. Our aim is to express the true nature of Burgundy through our wines, a terroir that can be both proud of its past and optimistic about its future.In order to produce wines that celebrate their terroir, Frederic Barnier works with a team: Cyril and Audrey. Together they have a large part to play in determining the success of our enterprise. Each influences the creation of our wines with their own particular set of skills, whether technical or commercial, thereby ensuring that Maison Jadot has a bright future ahead of it.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Culitos Cab Merlot,Chile,N/A,N/A,"Cabernet Sauvignon,Merlot",Still wine,,$8.99,"Lush ripe fruit flavors of blackberry, cola, black cherry and chocolate. Enjoy this red wine with burgers, grilled meats and pasta with red sauce.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Culitos Cab Merlot,click for more details,N/A,N/A,N/A,N/A,$15.19,$13.99,N/A,Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
 Frontera Concha Y Toro Carmenere Cabernet Sauvignon,Chile,Valle Central,N/A,Carmenere,Still wine,$12.19,$9.99,"Fruity character, with red plums and species aromas: soft and rounded. Excellent company for pasta, cheese, lamb, grilled chicken and risotto.",Petrocks Liquors,"419 Amwell Road Hillsborough, NJ 08844"
