,merchant,address,name,regprice,description,country,region,subregion,variety,type
1499,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Vizcarra Ribera Senda del Oro,$24.99,,N/A,N/A,N/A,N/A,N/A
1500,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Alchemist Pinot Noir,$27.99,,N/A,N/A,N/A,N/A,N/A
1501,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Jadot Chablis,$27.99,,N/A,N/A,N/A,N/A,N/A
1502,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Turbigo Parisiens Cinsault,$27.99,,N/A,N/A,N/A,N/A,N/A
1503,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Chateau Ribebon Bordeaux,$21.99,,N/A,N/A,N/A,N/A,N/A
1504,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Casa In Collina Barbaresco 13,$34.99,,N/A,N/A,N/A,N/A,N/A
1505,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",La Serena Brunello di Montalcino 2013,$59.99,"The La Serena estate has belonged to the Mantengoli family since the 1930s, but they did not start making wine until 1988, when brothers Andrea & Marcello entered the family business. What began as a one-hectare farm has since grown into nine hectares, with about six of those under vine, dedicated exclusively to Sangiovese for Brunello and Rosso di Montalcino. With enologist Paolo Caciorgna at ...",N/A,N/A,N/A,N/A,N/A
1506,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Raeburn Pinot Noir,$24.99,"Brilliant crimson in color, Raeburn Russian River Valley Pinot Noir leads with pleasing aromas of baking spice and vanilla. The palate is marked with stunning fruit flavors of lush wild blueberry, raspberry and blackberry with undertones of roasted hazelnut. The finish is grateful and sophisticated....",UNITED STATES,CALIFORNIA,N/A,PINOT NOIR,Still wine
1507,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Montsecano Refugio Pinot Noir,$24.99,,N/A,N/A,N/A,N/A,N/A
1508,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dos Almas Grand Reserve Carmenere 2015,$10.99,"
Dos Almas – new adventure that follows our vision of developing and expanding the relations between people and territories through wine. Dos Almas wines come from 3 different renowned areas: Colchagua – about 100 miles South to Santiago, with a mosaic of soils, composed by granite, volcanic, clay and schist, influenced by warm, breezy and dry climate, that bring stony minerality, raw power ... click for more details
Sku: 72892  
",N/A,N/A,N/A,N/A,N/A
1509,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dos Almas Grand Reserve Pinot Noir 2017,$10.99,"
Dos Almas – new adventure that follows our vision of developing and expanding the relations between people and territories through wine. Dos Almas wines come from 3 different renowned areas: Colchagua – about 100 miles South to Santiago, with a mosaic of soils, composed by granite, volcanic, clay and schist, influenced by warm, breezy and dry climate, that bring stony minerality, raw power ... click for more details
Sku: 72893  
",N/A,N/A,N/A,N/A,N/A
1510,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dos Almas Grand Reserve Red Blend 2016,$10.99,"
Dos Almas – new adventure that follows our vision of developing and expanding the relations between people and territories through wine. Dos Almas wines come from 3 different renowned areas: Colchagua – about 100 miles South to Santiago, with a mosaic of soils, composed by granite, volcanic, clay and schist, influenced by warm, breezy and dry climate, that bring stony minerality, raw power ... click for more details
Sku: 72894  
",N/A,N/A,N/A,N/A,N/A
1511,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Beringer Bros Bourbon Red Blnd,$19.99,,N/A,N/A,N/A,N/A,N/A
1512,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Capraia Chianti Riserva,$27.99,,N/A,N/A,N/A,N/A,N/A
1513,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Doubleback Cabernet Sauvignon,$129.99,,N/A,N/A,N/A,N/A,N/A
1514,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Sabeo Albarino Rias Baixas,$16.99,,N/A,N/A,N/A,N/A,N/A
1515,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Cristia Chat du Pape Renaissan,$75.99,,N/A,N/A,N/A,N/A,N/A
1516,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",As Caborcas Valdeorras Mencia,$75.99,,N/A,N/A,N/A,N/A,N/A
1517,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pichon Baron Pauillac 15,$189.99,,N/A,N/A,N/A,N/A,N/A
1518,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Kokkinos Naoussa Xinomavro,$19.99,"Kokkinos Winery is located one mile outside Naoussa following the route to the traditional settlement of Arkochori. The facilities are built with respect to the natural environment. Kokkinos’ three Estate vineyards in Dalamari, Gastra and Paliokalia are cultivated in a biodynamic manner.

Stavros Kokkinos, a longtime fruit farmer, first invested in Xynomavro vineyards in 2000. With a current  click for more details
Sku: 73306  
",N/A,N/A,N/A,N/A,N/A
1519,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pot de Vin Pays d'Oc,$13.99,"
In 2015, chateau owner Bertrand Gourdou was searching through an old desk when he came across a label that his grandfather had made in the early 1970's; that wine was called ""Le pot-de-vin"" which, in French, translates to ""the bribe"", which for that era was an audacious play on words for a wine label! This label inspired Bertrand to make a simple, natural wine: biodynamically grown fruit, ... click for more details
Sku: 73337  
",N/A,N/A,N/A,N/A,N/A
1520,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fitvine Rosé,$17.99,"Your body is a temple. And FitVine Rosé’s body is filled with less sugar, no flavor additives, and full flavor. Aromas of fresh fruit, light and crisp acidity, finished with good times ahead. Time to fulfill your glass.

FitVine wines contain:
- Less sugar
- Fewer sulfites
- No flavor additives or ...",N/A,N/A,N/A,N/A,N/A
1521,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pra Soave Classico Otto,$19.99,,N/A,N/A,N/A,N/A,N/A
1522,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bermejo Rosato Listan Negro,$22.99,,N/A,N/A,N/A,N/A,N/A
1523,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",El Nido El Nido,$125.99,"
This winery is owned in collaboration with Chris Ringland, Jorge Ordonez, Miguel Gil and others. It is located in the Valley of La Aragona inside the Murcia district of Jumilla. Grapes are sourced from Monastrell vineyards that are 79 acres on terraces oriented to the northeast. The vines are trained in the vaso system and yield 1,425 lbs per acre. There are 64 acres of old Monastrell vines,  click for more details
Sku: 73399  
",N/A,N/A,N/A,N/A,N/A
1524,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Bota Box Rose,$4.99,,N/A,N/A,N/A,N/A,N/A
1525,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Quinta Vale D Maria Cv 2015,$104.99,,N/A,N/A,N/A,N/A,N/A
1526,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Norfolk Rise Pinot Noir,$19.99,"
Norfolk Rise Vineyard is located on the southern tip of South Australia and is renowned for its rugged coastline, exotic seafood and long, white sandy beaches. Heavily influenced by a unique microclimate, Norfolk Rise Vineyard captures the specific regional characteristics of Mount Benson in producing cool climate wines of the highest calibre. Situated in the heart of Mount Benson, the ... click for more details
Sku: 73740  
",N/A,N/A,N/A,N/A,N/A
1527,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Quintarelli Amarone 2009,$399.99,,N/A,N/A,N/A,N/A,N/A
1528,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",La Cabriole Chenin Blanc Saumu,$12.99,,N/A,N/A,N/A,N/A,N/A
1529,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Capriccio Red Sangria,$9.99,,N/A,N/A,N/A,N/A,N/A
1530,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Aime Guthmann Rose Pinot Noir,$15.99,"
The Lorentz family has been making wine since 1836 in the heart of the Alsace, which lies in the northeast corner of France, along the Rhine River. Charles Lorentz Sr., grandfather of the current president of Gustave Lorentz, developed his vineyards on the hills of Altenberg de Bergheim, in the foothills of the Vosges Mountains, which has grown to 85 acres in this extraordinary terroir, with  click for more details
Sku: 73918  
",N/A,N/A,N/A,N/A,N/A
1531,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Caymus Suisun Grand Durif,$75.99,,N/A,N/A,N/A,N/A,N/A
1532,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Buck Shack Cabernet Sauvignon 2017,$25.99,"""This full-bodied wine has plenty of dark berry and cherry notes, a touch of black olive and a big structure of firm, fine-grained tannins. Deft oak accents spice up the palate and linger on the finish. Best through 2025."" The Wine Enthusiast, 91 ...",UNITED STATES,CALIFORNIA,N/A,CABERNET SAUVIGNON,Still wine
1533,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Penfolds Grange 2013,$729.99,"""This vintage is a blend of 96% Shiraz and 4% Cabernet Sauvignon, coming from the Barossa Valley, McLaren Vale, Coonawarra and Magill Estate. Very deep inky purple-black colored, the 2013 Grange has a profoundly scented nose of crème de cassis, preserved black plums, blueberry pie and licorice over nuances of baker’s chocolate, smoky bacon and fragrant earth, plus exotic spice wafts of cumin seed,",N/A,N/A,N/A,N/A,N/A
1534,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pontet Canet Pauillac 15,$169.99,,N/A,N/A,N/A,N/A,N/A
1535,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Murgo Etna Bianco San Michele,$22.99,,N/A,N/A,N/A,N/A,N/A
1536,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Medici Ermete Solo Lambrusco,$18.99,,N/A,N/A,N/A,N/A,N/A
1537,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Vignelaure Provence Rose,$21.99,"""40% Grenache, 30% Syrah, 20% Cabernet Sauvignon and 10% Rolle (Vermentino), Vignelaure's 2019 Coteaux d'Aix en Provence Rose is a top-flight effort. It's fresh and fruity, with hints of cherries and red berries meeting citrus and melon, all enlivened by herbal notes. Medium-bodied and full-flavored, with a gentle, silky texture, it finishes long and refreshing."" Wine Advocate, 91 ...",N/A,N/A,N/A,N/A,N/A
1538,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Super Uco Cabernet Franc 2015,$37.99,,N/A,N/A,N/A,N/A,N/A
1539,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Dos Almas Grand Reserve Sauvignon Blanc 2018,$10.99,"Some of our most popular Sauvignon Blancs come from the Casablanca Valley, considered Chile's first cool-climate region. The maritime influence from the Pacific Ocean moderates the average temperatures and generates perfect conditions for white varieties like Sauvignon Blanc, Chardonnay, and Pinot Noir. Wines from this region have a cool, crisp freshness and intense aromatics. In fact, this ...",N/A,N/A,N/A,N/A,N/A
1540,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Pouco Comum Alvarinho,$14.99,"The Quinta da Lixa Alvarinho 2017 is a crisp, dry, aromatic wine that could easily become your next favorite white. Produced in Portugal's Minho River Valley, where the varietal is at its most aromatic and tasty. Sharing it's northernmost border with Spain, this white has a lot in common with the Galician wine Albarino. Aromas of freshly sliced lemon, citrus oil and white flowers are matched by ...",N/A,N/A,N/A,N/A,N/A
1541,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Robert Denogent P Fuisse Reyss,$57.99,,N/A,N/A,N/A,N/A,N/A
1542,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",G-11 Los Frailes Cabernet Sauvignon 2014,$25.99,"The G-11 Cabernet Sauvignon from Spain's famed Valencia wine region is an explosive red, with huge aromas of black cherries, wild berry fruits and dark chocolate. Full-bodied and expansive on the palate, there are fine tannins and a smattering of toasty oak from the 12-18 months aging in French barrels. Sourced from a single vineyard and certified organic. One sip and you'll wonder why Spain ...",N/A,N/A,N/A,N/A,N/A
1543,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Butter California Chardonnay - 4 Pack Cans,$21.99,"Butter Chardonnay just got even easier-to-love—How? We’ll we’ve put it in cans! Our loveable little cans are as ready as you are for your next adventure, pool party, or simply patio-sipping.

Our fun, grab-and-go 4-pack of 250ml cans have all the creami-liciousness of your fave Butter and scream “take me with you”. And why not? Now you can easily BYOB (Bring Your Own Butter) wherever ...",UNITED STATES,CALIFORNIA,N/A,CHARDONNAY,Still wine
1544,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",La Bruja de Rozas Comando G,$29.99,,N/A,N/A,N/A,N/A,N/A
1545,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Marcoux Lirac La Lorentine,$22.99,,N/A,N/A,N/A,N/A,N/A
1546,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Wapisa Patagonia Malbec,$24.99,"The third winery project for powerhouse Bodega Tapiz, the 2016 marks the inaugural vintage for the Wapisa Malbec. One that has the fingerprints of master winemaker Jean Claude Berrouet. 

Former winemaker at Chateau Petrus and Dominus, it's remarkable that you can obtain a $15 bottle of wine with this pedigree. (His last vintage of Petrus is currently selling for $3,000!) Everything you want in ",N/A,N/A,N/A,N/A,N/A
1547,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Taylor Fladgate Port 3 2016,$57.99,,N/A,N/A,N/A,N/A,N/A
1548,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Fonseca Vintage 2016,$114.99,,N/A,N/A,N/A,N/A,N/A
1549,Chatham BottleKing,"41 Watchung Ave, Chatham, NJ, 07928",Jaboulet Viognier,$13.99,"From the famed Paul Jaboulet Aine vineyard, this 100% viognier is fresh and pure - a real example of viognier. Medium-bodied with soft, subtle tones of dried white florals, melon and green apple. Fresh mouthfeel with a light texture and a slightly acidic finish. Refined and ready to drink....",N/A,N/A,N/A,N/A,N/A
